url,title,image,calories,fat,carbs,protein
https://foods.fatsecret.com/calories-nutrition/usda/baked-beans,Baked Beans,https://m.ftscrt.com/static/images/og_fatsecret.png,382,13.03,54.12,14.02
https://foods.fatsecret.com/calories-nutrition/usda/baked-beans-with-pork-(canned),Baked Beans with Pork (Canned),https://m.ftscrt.com/static/images/og_fatsecret.png,268,3.92,50.55,13.13
https://foods.fatsecret.com/calories-nutrition/usda/black-beans-(mature-seeds-with-salt-cooked-boiled),"Black Beans (Mature Seeds, with Salt, Cooked, Boiled)",https://m.ftscrt.com/static/images/og_fatsecret.png,132,0.54,23.71,8.86
https://foods.fatsecret.com/calories-nutrition/usda/california-red-kidney-beans-(with-salt-cooked-boiled),"California Red Kidney Beans (with Salt, Cooked, Boiled)",https://m.ftscrt.com/static/images/og_fatsecret.png,219,0.16,39.67,16.16
https://foods.fatsecret.com/calories-nutrition/usda/chickpeas-(garbanzo-beans-bengal-gram)-(mature-seeds-canned),"Chickpeas (Garbanzo Beans, Bengal Gram) (Mature Seeds, Canned)",https://m.ftscrt.com/static/images/og_fatsecret.png,119,1.14,22.62,4.95
https://foods.fatsecret.com/calories-nutrition/usda/chickpeas-(garbanzo-beans-bengal-gram)-(mature-seeds-without-salt-cooked-boiled),"Chickpeas (Garbanzo Beans, Bengal Gram) (Mature Seeds, Without Salt, Cooked, Boiled)",https://m.ftscrt.com/static/images/og_fatsecret.png,164,2.59,27.42,8.86
https://foods.fatsecret.com/calories-nutrition/usda/extra-firm-silken-tofu,Extra Firm Silken Tofu,https://m.ftscrt.com/static/images/og_fatsecret.png,55,1.9,2,7.4
https://foods.fatsecret.com/calories-nutrition/usda/firm-silken-tofu,Firm Silken Tofu,https://m.ftscrt.com/static/images/og_fatsecret.png,62,2.7,2.4,6.9
https://foods.fatsecret.com/calories-nutrition/usda/fried-tofu,Fried Tofu,https://m.ftscrt.com/static/images/og_fatsecret.png,35,2.62,1.36,2.23
https://foods.fatsecret.com/calories-nutrition/usda/green-snap-beans,Green Snap Beans,https://m.ftscrt.com/static/images/og_fatsecret.png,31,0.12,7.13,1.82
https://foods.fatsecret.com/calories-nutrition/usda/green-snap-beans-(drained-solids-canned),"Green Snap Beans (Drained Solids, Canned)",https://m.ftscrt.com/static/images/og_fatsecret.png,20,0.1,4.5,1.15
https://foods.fatsecret.com/calories-nutrition/usda/green-snap-beans-(frozen),Green Snap Beans (Frozen),https://m.ftscrt.com/static/images/og_fatsecret.png,33,0.21,7.58,1.8
https://foods.fatsecret.com/calories-nutrition/usda/green-snap-beans-(solids-and-liquids-canned),"Green Snap Beans (Solids and Liquids, Canned)",https://m.ftscrt.com/static/images/og_fatsecret.png,15,0.1,3.5,0.8
https://foods.fatsecret.com/calories-nutrition/usda/kidney-beans-(canned),Kidney Beans (Canned),https://m.ftscrt.com/static/images/og_fatsecret.png,82,0.6,14.5,5.22
https://foods.fatsecret.com/calories-nutrition/usda/kidney-beans-(without-salt-cooked-boiled),"Kidney Beans (Without Salt, Cooked, Boiled)",https://m.ftscrt.com/static/images/og_fatsecret.png,127,0.5,22.8,8.67
https://foods.fatsecret.com/calories-nutrition/usda/large-lima-beans-(mature-seeds),Large Lima Beans (Mature Seeds),https://m.ftscrt.com/static/images/og_fatsecret.png,602,1.23,112.82,38.2
https://foods.fatsecret.com/calories-nutrition/usda/large-lima-beans-(mature-seeds-without-salt-cooked-boiled),"Large Lima Beans (Mature Seeds, Without Salt, Cooked, Boiled)",https://m.ftscrt.com/static/images/og_fatsecret.png,115,0.38,20.88,7.8
https://foods.fatsecret.com/calories-nutrition/usda/lentils,Lentils,https://m.ftscrt.com/static/images/og_fatsecret.png,353,1.06,60.08,25.8
https://foods.fatsecret.com/calories-nutrition/usda/lentils-(sprouted),Lentils (Sprouted),https://m.ftscrt.com/static/images/og_fatsecret.png,106,0.55,22.14,8.96
https://foods.fatsecret.com/calories-nutrition/usda/lite-firm-silken-tofu,Lite Firm Silken Tofu,https://m.ftscrt.com/static/images/og_fatsecret.png,31,0.67,0.92,5.29
https://foods.fatsecret.com/calories-nutrition/usda/pink-lentils,Pink Lentils,https://m.ftscrt.com/static/images/og_fatsecret.png,345,2.17,59.15,24.95
https://foods.fatsecret.com/calories-nutrition/usda/pinto-beans-(immature-seeds-frozen),"Pinto Beans (Immature Seeds, Frozen)",https://m.ftscrt.com/static/images/og_fatsecret.png,48,0.14,9.21,2.78
https://foods.fatsecret.com/calories-nutrition/usda/pinto-beans-(mature-seeds),Pinto Beans (Mature Seeds),https://m.ftscrt.com/static/images/og_fatsecret.png,347,1.23,62.55,21.42
https://foods.fatsecret.com/calories-nutrition/usda/pinto-beans-(mature-seeds-canned),"Pinto Beans (Mature Seeds, Canned)",https://m.ftscrt.com/static/images/og_fatsecret.png,206,1.94,36.6,11.66
https://foods.fatsecret.com/calories-nutrition/usda/pinto-beans-(mature-seeds-sprouted),"Pinto Beans (Mature Seeds, Sprouted)",https://m.ftscrt.com/static/images/og_fatsecret.png,18,0.26,3.29,1.49
https://foods.fatsecret.com/calories-nutrition/usda/quinoa,Quinoa,https://m.ftscrt.com/static/images/og_fatsecret.png,374,5.8,68.9,13.1
https://foods.fatsecret.com/calories-nutrition/usda/red-kidney-beans-(canned),Red Kidney Beans (Canned),https://m.ftscrt.com/static/images/og_fatsecret.png,85,0.34,15.59,5.25
https://foods.fatsecret.com/calories-nutrition/usda/red-kidney-beans-(with-salt-cooked-boiled),"Red Kidney Beans (with Salt, Cooked, Boiled)",https://m.ftscrt.com/static/images/og_fatsecret.png,127,0.5,22.8,8.67
https://foods.fatsecret.com/calories-nutrition/usda/refried-beans-(canned),Refried Beans (Canned),https://m.ftscrt.com/static/images/og_fatsecret.png,237,3.18,39.14,13.83
https://foods.fatsecret.com/calories-nutrition/usda/soft-silken-tofu,Soft Silken Tofu,https://m.ftscrt.com/static/images/og_fatsecret.png,55,2.7,2.9,4.8
https://foods.fatsecret.com/calories-nutrition/generic/apple-juice,Apple Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,117,0.27,28.97,0.15
https://foods.fatsecret.com/calories-nutrition/generic/apple-juice-drink,Apple Juice Drink,https://m.ftscrt.com/static/images/og_fatsecret.png,125,0.07,32.27,0.05
https://foods.fatsecret.com/calories-nutrition/generic/beer,Beer,https://m.ftscrt.com/static/images/og_fatsecret.png,155,0,12.78,1.66
https://foods.fatsecret.com/calories-nutrition/generic/cappuccino,Cappuccino,https://m.ftscrt.com/static/images/og_fatsecret.png,74,3.98,5.81,4.08
https://foods.fatsecret.com/calories-nutrition/generic/cappuccino-decaffeinated,Decaffeinated Cappuccino,https://m.ftscrt.com/static/images/og_fatsecret.png,74,3.96,5.81,4.06
https://foods.fatsecret.com/calories-nutrition/generic/cappuccino-nonfat,Nonfat Cappuccino,https://m.ftscrt.com/static/images/og_fatsecret.png,34,0.19,4.65,3.23
https://foods.fatsecret.com/calories-nutrition/generic/cappuccino-reduced-fat,Reduced Fat Cappuccino,https://m.ftscrt.com/static/images/og_fatsecret.png,40,0.92,4.78,3.19
https://foods.fatsecret.com/calories-nutrition/generic/carbonated-water-sweetened,Carbonated Water Sweetened,https://m.ftscrt.com/static/images/og_fatsecret.png,114,0,29.57,0
https://foods.fatsecret.com/calories-nutrition/generic/carrot-juice,Carrot Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,94,0.35,21.92,2.24
https://foods.fatsecret.com/calories-nutrition/generic/chianti-wine,Chianti Wine,https://m.ftscrt.com/static/images/og_fatsecret.png,124,0,4.01,0.1
https://foods.fatsecret.com/calories-nutrition/generic/cocoa-and-sugar-mixture-lowfat-milk-added,Cocoa and Sugar Mixture (with Lowfat Milk),https://m.ftscrt.com/static/images/og_fatsecret.png,178,2.75,30.1,8.6
https://foods.fatsecret.com/calories-nutrition/generic/cocoa-and-sugar-mixture-skim-milk-added,Cocoa and Sugar Mixture (with Skim Milk),https://m.ftscrt.com/static/images/og_fatsecret.png,158,0.7,29.97,8.6
https://foods.fatsecret.com/calories-nutrition/generic/cocoa-hot-chocolate-not-from-dry-mix-made-with-whole-milk,Hot Chocolate Cocoa (Made with Whole Milk),https://m.ftscrt.com/static/images/og_fatsecret.png,190,5.47,29.9,8.8
https://foods.fatsecret.com/calories-nutrition/generic/coffee,Coffee,https://m.ftscrt.com/static/images/og_fatsecret.png,2,0.05,0.09,0.28
https://foods.fatsecret.com/calories-nutrition/generic/coffee-espresso,Espresso Coffee,https://m.ftscrt.com/static/images/og_fatsecret.png,1,0.11,0,0.07
https://foods.fatsecret.com/calories-nutrition/generic/coffee-iced-with-cream,Iced Coffee with Cream,https://m.ftscrt.com/static/images/og_fatsecret.png,26,1.47,2.91,0.39
https://foods.fatsecret.com/calories-nutrition/generic/coffee-iced-with-cream-and-sugar,Iced Coffee with Cream and Sugar,https://m.ftscrt.com/static/images/og_fatsecret.png,50,1.42,9.14,0.38
https://foods.fatsecret.com/calories-nutrition/generic/coffee-iced-with-milk,Iced Coffee with Milk,https://m.ftscrt.com/static/images/og_fatsecret.png,6,0.15,0.84,0.33
https://foods.fatsecret.com/calories-nutrition/generic/coffee-iced-with-milk-and-sugar,Iced Coffee with Milk and Sugar,https://m.ftscrt.com/static/images/og_fatsecret.png,30,0.14,7.14,0.31
https://foods.fatsecret.com/calories-nutrition/generic/coffee-iced-with-sugar,Iced Coffee with Sugar,https://m.ftscrt.com/static/images/og_fatsecret.png,29,0.01,7.12,0.19
https://foods.fatsecret.com/calories-nutrition/generic/coffee-latte,Latte Coffee,https://m.ftscrt.com/static/images/og_fatsecret.png,135,5.51,12.36,8.81
https://foods.fatsecret.com/calories-nutrition/generic/coffee-latte-decaffeinated,Decaffeinated Latte Coffee,https://m.ftscrt.com/static/images/og_fatsecret.png,131,5.51,12.36,8.77
https://foods.fatsecret.com/calories-nutrition/generic/coffee-latte-nonfat,Nonfat Latte Coffee,https://m.ftscrt.com/static/images/og_fatsecret.png,94,0.73,12.65,9.06
https://foods.fatsecret.com/calories-nutrition/generic/coffee-latte-reduced-fat,Reduced Fat Latte Coffee,https://m.ftscrt.com/static/images/og_fatsecret.png,114,2.77,13.02,8.98
https://foods.fatsecret.com/calories-nutrition/generic/coffee-made-from-powdered-instant-regular,Instant Coffee (made from Powdered),https://m.ftscrt.com/static/images/og_fatsecret.png,5,0,0.9,0.26
https://foods.fatsecret.com/calories-nutrition/generic/cranberry-juice,Cranberry Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,137,0.25,34.21,0
https://foods.fatsecret.com/calories-nutrition/generic/diet-soda,Diet Soda,https://m.ftscrt.com/static/images/og_fatsecret.png,4,0.07,0.84,0.39
https://foods.fatsecret.com/calories-nutrition/generic/energy-drink,Energy Drink,https://m.ftscrt.com/static/images/og_fatsecret.png,108,0.19,26.26,0.6
https://foods.fatsecret.com/calories-nutrition/generic/frozen-margarita,Frozen Margarita,https://m.ftscrt.com/static/images/og_fatsecret.png,218,0.17,12.16,0.11
https://foods.fatsecret.com/calories-nutrition/generic/fruit-flavored-drink-made-from-powdered-mix-mainly-sugar-with-high-vitamin-c-added,"Fruit Flavored Drink (made From Powdered Mix, Mainly Sugar with High Vitamin C Added)",https://m.ftscrt.com/static/images/og_fatsecret.png,120,0,30.48,0
https://foods.fatsecret.com/calories-nutrition/generic/fruit-flavored-drink-made-from-sweetened-powdered-mix-(fortified-with-vitamin-c),"Fruit Flavored Drink (made From Sweetened Powdered Mix, Fortified with Vitamin C)",https://m.ftscrt.com/static/images/og_fatsecret.png,88,0.02,22.45,0
https://foods.fatsecret.com/calories-nutrition/generic/fruit-punch-alcoholic,Fruit Punch (Alcoholic),https://m.ftscrt.com/static/images/og_fatsecret.png,74,0.03,7.85,0.14
https://foods.fatsecret.com/calories-nutrition/generic/fruit-punch-made-with-fruit-juice-and-soda,Fruit Punch (made with Fruit Juice and Soda),https://m.ftscrt.com/static/images/og_fatsecret.png,108,0.15,26.51,0.44
https://foods.fatsecret.com/calories-nutrition/generic/fruit-punch-made-with-soda-fruit-juice-and-sherbet-or-ice-cream,"Fruit Punch (made with Soda, Fruit Juice and Sherbet or Ice Cream)",https://m.ftscrt.com/static/images/og_fatsecret.png,166,1.18,38.04,1.28
https://foods.fatsecret.com/calories-nutrition/generic/fruit-smoothie-drink,Fruit Smoothie Drink,https://m.ftscrt.com/static/images/og_fatsecret.png,162,1.76,36.68,2.14
https://foods.fatsecret.com/calories-nutrition/generic/fruit-smoothie-drink-made-with-fruit-or-fruit-juice-and-dairy-products,Fruit Smoothie Drink (with Fruit Juice and Dairy Products),https://m.ftscrt.com/static/images/og_fatsecret.png,198,3.23,41.15,3.41
https://foods.fatsecret.com/calories-nutrition/generic/fruit-smoothie-drink-made-with-fruit-or-fruit-juice-only-(no-dairy-products),Fruit Smoothie (made with Fruit or Fruit Juice only),https://m.ftscrt.com/static/images/og_fatsecret.png,130,0.29,33.52,0.88
https://foods.fatsecret.com/calories-nutrition/generic/gin-and-tonic,Gin and Tonic,https://m.ftscrt.com/static/images/og_fatsecret.png,171,0.04,15.77,0.04
https://foods.fatsecret.com/calories-nutrition/generic/grape-juice,Grape Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,154,0.2,37.85,1.42
https://foods.fatsecret.com/calories-nutrition/generic/grapefruit-juice,Grapefruit Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,94,0.25,22.13,1.28
https://foods.fatsecret.com/calories-nutrition/generic/ice-cream-soda-chocolate,Chocolate Ice Cream Soda,https://m.ftscrt.com/static/images/og_fatsecret.png,209,6.96,36.55,2.4
https://foods.fatsecret.com/calories-nutrition/generic/ice-cream-soda-flavors-other-than-chocolate,Ice Cream Soda (Flavors Other Than Chocolate),https://m.ftscrt.com/static/images/og_fatsecret.png,199,6.96,33.65,2.21
https://foods.fatsecret.com/calories-nutrition/generic/lemonade,Lemonade,https://m.ftscrt.com/static/images/og_fatsecret.png,99,0.1,25.87,0.17
https://foods.fatsecret.com/calories-nutrition/generic/lemonade-flavored-drink-made-from-powdered-mix-with-sugar,Lemonade Flavored Drink with Sugar (made From Powdered Mix),https://m.ftscrt.com/static/images/og_fatsecret.png,92,0,22.52,0
https://foods.fatsecret.com/calories-nutrition/generic/lemonade-frozen-concentrate-not-reconstituted,Frozen Concentrate Lemonade,https://m.ftscrt.com/static/images/og_fatsecret.png,396,0.44,103.15,0.66
https://foods.fatsecret.com/calories-nutrition/generic/lemonade-low-calorie,Low Calorie Lemonade,https://m.ftscrt.com/static/images/og_fatsecret.png,5,0,1.25,0.05
https://foods.fatsecret.com/calories-nutrition/generic/limeade,Limeade,https://m.ftscrt.com/static/images/og_fatsecret.png,179,0,44.91,0
https://foods.fatsecret.com/calories-nutrition/generic/margarita,Margarita,https://m.ftscrt.com/static/images/og_fatsecret.png,168,0.08,10.67,0.05
https://foods.fatsecret.com/calories-nutrition/generic/martini,Martini,https://m.ftscrt.com/static/images/og_fatsecret.png,160,0,0.4,0.01
https://foods.fatsecret.com/calories-nutrition/generic/milk-chocolate-skim-milk-based,Skim Chocolate Milk,https://m.ftscrt.com/static/images/og_fatsecret.png,140,0.7,27.22,8.55
https://foods.fatsecret.com/calories-nutrition/generic/milk-shake,Milk Shake,https://m.ftscrt.com/static/images/og_fatsecret.png,382,13.84,56.91,9.03
https://foods.fatsecret.com/calories-nutrition/generic/milk-soy-ready-to-drink-not-babys,Ready-to-Drink Soy Milk,https://m.ftscrt.com/static/images/og_fatsecret.png,103,4.07,8.94,7.89
https://foods.fatsecret.com/calories-nutrition/generic/mixed-vegetable-juice-(vegetables-other-than-tomato),Mixed Vegetable Juice (Vegetables Other Than Tomato),https://m.ftscrt.com/static/images/og_fatsecret.png,71,0.59,14.93,3.67
https://foods.fatsecret.com/calories-nutrition/generic/mojito,Mojito,https://m.ftscrt.com/static/images/og_fatsecret.png,217,0.04,24.94,0.14
https://foods.fatsecret.com/calories-nutrition/generic/orange-juice-freshly-squeezed,Freshly Squeezed Orange Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,47,0.21,10.9,0.73
https://foods.fatsecret.com/calories-nutrition/generic/orange-juice-frozen-(reconstituted-with-water),Frozen Orange Juice (Reconstituted with Water),https://m.ftscrt.com/static/images/og_fatsecret.png,112,0.15,27.14,1.69
https://foods.fatsecret.com/calories-nutrition/generic/root-beer,Root Beer,https://m.ftscrt.com/static/images/og_fatsecret.png,152,0,39.22,0
https://foods.fatsecret.com/calories-nutrition/generic/root-beer-noncarbonated-made-from-powdered-mix-with-sugar,Made From Powdered Mix Noncarbonated Root Beer (with Sugar),https://m.ftscrt.com/static/images/og_fatsecret.png,84,0.02,21.6,0
https://foods.fatsecret.com/calories-nutrition/generic/root-beer-sugar-free,Sugar Free Root Beer,https://m.ftscrt.com/static/images/og_fatsecret.png,0,0,0,0.36
https://foods.fatsecret.com/calories-nutrition/generic/soda,Soda,https://m.ftscrt.com/static/images/og_fatsecret.png,140,0.04,36.05,0.26
https://foods.fatsecret.com/calories-nutrition/generic/tea-green,Green Tea,https://m.ftscrt.com/static/images/og_fatsecret.png,2,0,0.47,0
https://foods.fatsecret.com/calories-nutrition/generic/tea-herbal,Herbal Tea,https://m.ftscrt.com/static/images/og_fatsecret.png,2,0,0.47,0
https://foods.fatsecret.com/calories-nutrition/generic/tea-iced,Iced Tea,https://m.ftscrt.com/static/images/og_fatsecret.png,90,0,23.44,0.02
https://foods.fatsecret.com/calories-nutrition/generic/tea-iced-unsweetened,Unsweetened Iced Tea,https://m.ftscrt.com/static/images/og_fatsecret.png,2,0,0.67,0.02
https://foods.fatsecret.com/calories-nutrition/generic/tea-unsweetened,Tea Unsweetened,https://m.ftscrt.com/static/images/og_fatsecret.png,2,0,0.76,0.02
https://foods.fatsecret.com/calories-nutrition/generic/tomato-juice,Tomato Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,41,0.12,10.3,1.85
https://foods.fatsecret.com/calories-nutrition/generic/vodka,Vodka,https://m.ftscrt.com/static/images/og_fatsecret.png,64,0,0,0
https://foods.fatsecret.com/calories-nutrition/generic/water-tap,Tap Water,https://m.ftscrt.com/static/images/og_fatsecret.png,0,0,0,0
https://foods.fatsecret.com/calories-nutrition/usda/apple-juice-(canned-or-bottled),Apple Juice (Canned or Bottled),https://m.ftscrt.com/static/images/og_fatsecret.png,117,0.27,28.97,0.15
https://foods.fatsecret.com/calories-nutrition/usda/apple-juice-(frozen-concentrate-diluted-with-water),"Apple Juice (Frozen Concentrate, Diluted with Water)",https://m.ftscrt.com/static/images/og_fatsecret.png,112,0.24,27.58,0.33
https://foods.fatsecret.com/calories-nutrition/usda/cabernet-sauvignon-wine,Cabernet Sauvignon Wine,https://m.ftscrt.com/static/images/og_fatsecret.png,123,0,3.82,0.1
https://foods.fatsecret.com/calories-nutrition/usda/chenin-blanc-wine,Chenin Blanc Wine,https://m.ftscrt.com/static/images/og_fatsecret.png,120,0,4.9,0.1
https://foods.fatsecret.com/calories-nutrition/usda/chocolate-milk-(lowfat),Chocolate Milk (Lowfat),https://m.ftscrt.com/static/images/og_fatsecret.png,158,2.5,26.1,8.1
https://foods.fatsecret.com/calories-nutrition/usda/chocolate-milk-(reduced-fat),Chocolate Milk (Reduced Fat),https://m.ftscrt.com/static/images/og_fatsecret.png,190,4.75,30.32,7.48
https://foods.fatsecret.com/calories-nutrition/usda/chocolate-milk-(reduced-fat-with-added-calcium),Chocolate Milk (Reduced Fat with Added Calcium),https://m.ftscrt.com/static/images/og_fatsecret.png,195,4.75,30.32,7.48
https://foods.fatsecret.com/calories-nutrition/usda/chocolate-milk-(whole),Chocolate Milk (Whole),https://m.ftscrt.com/static/images/og_fatsecret.png,208,8.48,25.85,7.92
https://foods.fatsecret.com/calories-nutrition/usda/chocolate-shake,Chocolate Shake,https://m.ftscrt.com/static/images/og_fatsecret.png,478,13.91,77.08,12.78
https://foods.fatsecret.com/calories-nutrition/usda/chocolate-soy-milk,Chocolate Soy Milk,https://m.ftscrt.com/static/images/og_fatsecret.png,120,4.68,14.23,6.74
https://foods.fatsecret.com/calories-nutrition/usda/cocoa-powder-(unsweetened),Cocoa Powder (Unsweetened),https://m.ftscrt.com/static/images/og_fatsecret.png,12,0.74,2.93,1.06
https://foods.fatsecret.com/calories-nutrition/usda/coffee-(brewed-from-grounds),Coffee (Brewed From Grounds),https://m.ftscrt.com/static/images/og_fatsecret.png,2,0.05,0,0.28
https://foods.fatsecret.com/calories-nutrition/usda/coffee-(cappuccino-flavor-powder-instant-with-sugar),"Coffee (Cappuccino Flavor Powder, Instant, with Sugar)",https://m.ftscrt.com/static/images/og_fatsecret.png,406,5.56,85.94,3.1
https://foods.fatsecret.com/calories-nutrition/usda/cola-or-pepper-soda-(with-caffeine-with-aspartame),"Cola or Pepper Soda (with Caffeine, with Aspartame)",https://m.ftscrt.com/static/images/og_fatsecret.png,4,0,0.53,0.43
https://foods.fatsecret.com/calories-nutrition/usda/cola-soda-(with-caffeine),Cola Soda (with Caffeine),https://m.ftscrt.com/static/images/og_fatsecret.png,38,0.02,9.92,0.07
https://foods.fatsecret.com/calories-nutrition/usda/cranberry-apple-juice-(bottled),Cranberry-Apple Juice (Bottled),https://m.ftscrt.com/static/images/og_fatsecret.png,154,0.27,38.83,0
https://foods.fatsecret.com/calories-nutrition/usda/cranberry-grape-juice-(bottled),Cranberry-Grape Juice (Bottled),https://m.ftscrt.com/static/images/og_fatsecret.png,137,0.24,34.3,0.49
https://foods.fatsecret.com/calories-nutrition/usda/cranberry-juice-(unsweetened),Cranberry Juice (Unsweetened),https://m.ftscrt.com/static/images/og_fatsecret.png,116,0.33,30.87,0.99
https://foods.fatsecret.com/calories-nutrition/usda/cranberry-juice-cocktail-(frozen-concentrate-with-water),"Cranberry Juice Cocktail (Frozen Concentrate, with Water)",https://m.ftscrt.com/static/images/og_fatsecret.png,138,0,35,0
https://foods.fatsecret.com/calories-nutrition/usda/cream-soda,Cream Soda,https://m.ftscrt.com/static/images/og_fatsecret.png,189,0,49.34,0
https://foods.fatsecret.com/calories-nutrition/usda/fruit-flavored-drink-(powder-mix-unsweetened),"Fruit-Flavored Drink (Powder Mix, Unsweetened)",https://m.ftscrt.com/static/images/og_fatsecret.png,56,0,22.82,0
https://foods.fatsecret.com/calories-nutrition/usda/fruit-flavored-sports-drink,Fruit Flavored Sports Drink,https://m.ftscrt.com/static/images/og_fatsecret.png,66,0.24,16.49,0
https://foods.fatsecret.com/calories-nutrition/usda/fruit-flavored-sports-drink-(low-calorie),Fruit Flavored Sports Drink (Low Calorie),https://m.ftscrt.com/static/images/og_fatsecret.png,26,0,7.2,0
https://foods.fatsecret.com/calories-nutrition/usda/fruit-punch-(frozen-concentrate-with-water),"Fruit Punch (Frozen Concentrate, with Water)",https://m.ftscrt.com/static/images/og_fatsecret.png,114,0,28.8,0.15
https://foods.fatsecret.com/calories-nutrition/usda/fruit-punch-(with-added-nutrients-canned),"Fruit Punch (with Added Nutrients, Canned)",https://m.ftscrt.com/static/images/og_fatsecret.png,117,0,29.69,0
https://foods.fatsecret.com/calories-nutrition/usda/hot-cocoa-milk,Hot Cocoa Milk,https://m.ftscrt.com/static/images/og_fatsecret.png,192,5.82,26.58,8.8
https://foods.fatsecret.com/calories-nutrition/usda/lemonade-flavor-drink-(powder-with-water),"Lemonade-Flavor Drink (Powder, with Water)",https://m.ftscrt.com/static/images/og_fatsecret.png,112,0,28.73,0
https://foods.fatsecret.com/calories-nutrition/usda/light-beer,Light Beer,https://m.ftscrt.com/static/images/og_fatsecret.png,103,0,5.81,0.85
https://foods.fatsecret.com/calories-nutrition/usda/orange-juice,Orange Juice,https://m.ftscrt.com/static/images/og_fatsecret.png,112,0.5,25.79,1.74
https://foods.fatsecret.com/calories-nutrition/usda/orange-juice-(chilled-includes-from-concentrate),"Orange Juice (Chilled, Includes From Concentrate)",https://m.ftscrt.com/static/images/og_fatsecret.png,46,0.28,10.58,0.84
https://foods.fatsecret.com/calories-nutrition/usda/orange-juice-drink,Orange Juice Drink,https://m.ftscrt.com/static/images/og_fatsecret.png,134,0,33.39,0.5
https://foods.fatsecret.com/calories-nutrition/usda/pink-lemonade-(frozen-concentrate-with-water),"Pink Lemonade (Frozen Concentrate, with Water)",https://m.ftscrt.com/static/images/og_fatsecret.png,99,0,25.94,0.25
https://foods.fatsecret.com/calories-nutrition/usda/pinot-blanc-wine,Pinot Blanc Wine,https://m.ftscrt.com/static/images/og_fatsecret.png,121,0,2.85,0.1
https://foods.fatsecret.com/calories-nutrition/usda/pinot-noir-wine,Pinot Noir Wine,https://m.ftscrt.com/static/images/og_fatsecret.png,122,0,3.4,0.1
https://foods.fatsecret.com/calories-nutrition/usda/red-table-wine,Red Table Wine,https://m.ftscrt.com/static/images/og_fatsecret.png,125,0,3.84,0.1
